Release date,Product Family,Product,Platform,Impact,Severity,Article,Article,Supercedence: Supercedence,Download,Download,Build Number,Details,Details,Base Score,Temporal Score,Vector String,Assigning CNA
"Dec 14, 2021",ESU,Windows Server 2008 for 32-bit Systems Service Pack 2,,Remote Code Execution,Important,5008274,https://support.microsoft.com/help/5008274,5007263,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5008274,,CVE-2021-43234,https://msrc.microsoft.com//update-guide/vulnerability/CVE-2021-43234,7.8,6.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,Microsoft
"Dec 14, 2021",ESU,Windows Server 2008 for 32-bit Systems Service Pack 2,,Remote Code Execution,Important,5008271,https://support.microsoft.com/help/5008271,,Security Only,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5008271,,CVE-2021-43234,https://msrc.microsoft.com//update-guide/vulnerability/CVE-2021-43234,7.8,6.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,Microsoft
"Dec 14, 2021",Windows,Windows Server 2019,,Information Disclosure,Important,5008218,https://support.microsoft.com/help/5008218,5007187,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5008218,,CVE-2021-43235,https://msrc.microsoft.com//update-guide/vulnerability/CVE-2021-43235,5.5,4.8,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N/E:U/RL:O/RC:C,Microsoft
"Dec 14, 2021",Windows,Windows RT 8.1,,Remote Code Execution,Important,5008263,https://support.microsoft.com/help/5008263,5007247,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5008263,,CVE-2021-43234,https://msrc.microsoft.com//update-guide/vulnerability/CVE-2021-43234,7.8,6.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,Microsoft
"Dec 14, 2021",Windows,Windows 10 Version 1809 for ARM64-based Systems,,Information Disclosure,Important,5008218,https://support.microsoft.com/help/5008218,5007206,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5008218,,CVE-2021-43235,https://msrc.microsoft.com//update-guide/vulnerability/CVE-2021-43235,5.5,4.8,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N/E:U/RL:O/RC:C,Microsoft
"Dec 14, 2021",Windows,Windows 8.1 for x64-based systems,,Remote Code Execution,Important,5008263,https://support.microsoft.com/help/5008263,5007247,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5008263,,CVE-2021-43234,https://msrc.microsoft.com//update-guide/vulnerability/CVE-2021-43234,7.8,6.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,Microsoft
"Dec 14, 2021",Windows,Windows 8.1 for x64-based systems,,Remote Code Execution,Important,5008285,https://support.microsoft.com/help/5008285,,Security Only,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5008285,,CVE-2021-43234,https://msrc.microsoft.com//update-guide/vulnerability/CVE-2021-43234,7.8,6.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,Microsoft
"Dec 14, 2021",Windows,Windows 10 Version 1809 for x64-based Systems,,Information Disclosure,Important,5008218,https://support.microsoft.com/help/5008218,5007187,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5008218,,CVE-2021-43235,https://msrc.microsoft.com//update-guide/vulnerability/CVE-2021-43235,5.5,4.8,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N/E:U/RL:O/RC:C,Microsoft
"Dec 14, 2021",Windows,Windows 8.1 for 32-bit systems,,Remote Code Execution,Important,5008263,https://support.microsoft.com/help/5008263,5007247,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5008263,,CVE-2021-43234,https://msrc.microsoft.com//update-guide/vulnerability/CVE-2021-43234,7.8,6.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,Microsoft
"Dec 14, 2021",Windows,Windows 8.1 for 32-bit systems,,Remote Code Execution,Important,5008285,https://support.microsoft.com/help/5008285,,Security Only,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5008285,,CVE-2021-43234,https://msrc.microsoft.com//update-guide/vulnerability/CVE-2021-43234,7.8,6.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,Microsoft
"Dec 14, 2021",Windows,Windows 10 Version 1809 for 32-bit Systems,,Information Disclosure,Important,5008218,https://support.microsoft.com/help/5008218,5007206,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5008218,,CVE-2021-43235,https://msrc.microsoft.com//update-guide/vulnerability/CVE-2021-43235,5.5,4.8,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N/E:U/RL:O/RC:C,Microsoft
"Dec 14, 2021",ESU,Windows 7 for x64-based Systems Service Pack 1,,Remote Code Execution,Important,5008244,https://support.microsoft.com/help/5008244,5007236,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5008244,,CVE-2021-43234,https://msrc.microsoft.com//update-guide/vulnerability/CVE-2021-43234,7.8,6.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,Microsoft
"Dec 14, 2021",ESU,Windows 7 for x64-based Systems Service Pack 1,,Remote Code Execution,Important,5008282,https://support.microsoft.com/help/5008282,,Security Only,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5008282,,CVE-2021-43234,https://msrc.microsoft.com//update-guide/vulnerability/CVE-2021-43234,7.8,6.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,Microsoft
"Dec 14, 2021",ESU,Windows 7 for 32-bit Systems Service Pack 1,,Remote Code Execution,Important,5008244,https://support.microsoft.com/help/5008244,5007236,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5008244,,CVE-2021-43234,https://msrc.microsoft.com//update-guide/vulnerability/CVE-2021-43234,7.8,6.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,Microsoft
"Dec 14, 2021",ESU,Windows 7 for 32-bit Systems Service Pack 1,,Remote Code Execution,Important,5008282,https://support.microsoft.com/help/5008282,,Security Only,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5008282,,CVE-2021-43234,https://msrc.microsoft.com//update-guide/vulnerability/CVE-2021-43234,7.8,6.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,Microsoft
"Dec 14, 2021",Windows,Windows Server 2016  (Server Core installation),,Remote Code Execution,Important,5008207,https://support.microsoft.com/help/5008207,5007192,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5008207,,CVE-2021-43234,https://msrc.microsoft.com//update-guide/vulnerability/CVE-2021-43234,7.8,6.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,Microsoft
"Dec 14, 2021",Windows,Windows Server 2016,,Remote Code Execution,Important,5008207,https://support.microsoft.com/help/5008207,5007192,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5008207,,CVE-2021-43234,https://msrc.microsoft.com//update-guide/vulnerability/CVE-2021-43234,7.8,6.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,Microsoft
"Dec 14, 2021",Windows,Windows 10 Version 1607 for x64-based Systems,,Remote Code Execution,Important,5008207,https://support.microsoft.com/help/5008207,5007192,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5008207,,CVE-2021-43234,https://msrc.microsoft.com//update-guide/vulnerability/CVE-2021-43234,7.8,6.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,Microsoft
"Dec 14, 2021",Windows,Windows 10 Version 1607 for 32-bit Systems,,Remote Code Execution,Important,5008207,https://support.microsoft.com/help/5008207,5007192,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5008207,,CVE-2021-43234,https://msrc.microsoft.com//update-guide/vulnerability/CVE-2021-43234,7.8,6.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,Microsoft
"Dec 14, 2021",Windows,Windows 10 for x64-based Systems,,Remote Code Execution,Important,5008230,https://support.microsoft.com/help/5008230,5007207,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5008230,,CVE-2021-43234,https://msrc.microsoft.com//update-guide/vulnerability/CVE-2021-43234,7.8,6.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,Microsoft
"Dec 14, 2021",Windows,Windows 10 for 32-bit Systems,,Remote Code Execution,Important,5008230,https://support.microsoft.com/help/5008230,5007207,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5008230,,CVE-2021-43234,https://msrc.microsoft.com//update-guide/vulnerability/CVE-2021-43234,7.8,6.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,Microsoft
"Dec 14, 2021",Windows,Windows 10 Version 21H2 for x64-based Systems,,Remote Code Execution,Important,5008212,https://support.microsoft.com/help/5008212,,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5008212,,CVE-2021-43234,https://msrc.microsoft.com//update-guide/vulnerability/CVE-2021-43234,7.8,6.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,Microsoft
"Dec 14, 2021",Windows,Windows 10 Version 21H2 for ARM64-based Systems,,Remote Code Execution,Important,5008212,https://support.microsoft.com/help/5008212,,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5008212,,CVE-2021-43234,https://msrc.microsoft.com//update-guide/vulnerability/CVE-2021-43234,7.8,6.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,Microsoft
"Dec 14, 2021",Windows,Windows 10 Version 21H2 for 32-bit Systems,,Remote Code Execution,Important,5008212,https://support.microsoft.com/help/5008212,,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5008212,,CVE-2021-43234,https://msrc.microsoft.com//update-guide/vulnerability/CVE-2021-43234,7.8,6.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,Microsoft
"Dec 14, 2021",Windows,Windows 11 for ARM64-based Systems,,Remote Code Execution,Important,5008215,https://support.microsoft.com/help/5008215,,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5008215,,CVE-2021-43234,https://msrc.microsoft.com//update-guide/vulnerability/CVE-2021-43234,7.8,6.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,Microsoft
"Dec 14, 2021",Windows,Windows 11 for x64-based Systems,,Remote Code Execution,Important,5008215,https://support.microsoft.com/help/5008215,,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5008215,,CVE-2021-43234,https://msrc.microsoft.com//update-guide/vulnerability/CVE-2021-43234,7.8,6.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,Microsoft
"Dec 14, 2021",Windows,"Windows Server, version 20H2 (Server Core Installation)",,Remote Code Execution,Important,5008212,https://support.microsoft.com/help/5008212,5006670,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5008212,,CVE-2021-43234,https://msrc.microsoft.com//update-guide/vulnerability/CVE-2021-43234,7.8,6.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,Microsoft
"Dec 14, 2021",Windows,Windows 10 Version 20H2 for ARM64-based Systems,,Remote Code Execution,Important,5008212,https://support.microsoft.com/help/5008212,5006670,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5008212,,CVE-2021-43234,https://msrc.microsoft.com//update-guide/vulnerability/CVE-2021-43234,7.8,6.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,Microsoft
"Dec 14, 2021",Windows,Windows 10 Version 20H2 for 32-bit Systems,,Remote Code Execution,Important,5008212,https://support.microsoft.com/help/5008212,5006670,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5008212,,CVE-2021-43234,https://msrc.microsoft.com//update-guide/vulnerability/CVE-2021-43234,7.8,6.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,Microsoft
"Dec 14, 2021",Windows,Windows 10 Version 20H2 for x64-based Systems,,Remote Code Execution,Important,5008212,https://support.microsoft.com/help/5008212,5006670,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5008212,,CVE-2021-43234,https://msrc.microsoft.com//update-guide/vulnerability/CVE-2021-43234,7.8,6.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,Microsoft
"Dec 14, 2021",Windows,"Windows Server, version 2004 (Server Core installation)",,Remote Code Execution,Important,5008212,https://support.microsoft.com/help/5008212,5006670,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5008212,,CVE-2021-43234,https://msrc.microsoft.com//update-guide/vulnerability/CVE-2021-43234,7.8,6.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,Microsoft
"Dec 14, 2021",Windows,Windows 10 Version 2004 for x64-based Systems,,Remote Code Execution,Important,5008212,https://support.microsoft.com/help/5008212,5006670,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5008212,,CVE-2021-43234,https://msrc.microsoft.com//update-guide/vulnerability/CVE-2021-43234,7.8,6.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,Microsoft
"Dec 14, 2021",Windows,Windows 10 Version 2004 for ARM64-based Systems,,Remote Code Execution,Important,5008212,https://support.microsoft.com/help/5008212,5006670,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5008212,,CVE-2021-43234,https://msrc.microsoft.com//update-guide/vulnerability/CVE-2021-43234,7.8,6.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,Microsoft
"Dec 14, 2021",Windows,Windows 10 Version 2004 for 32-bit Systems,,Remote Code Execution,Important,5008212,https://support.microsoft.com/help/5008212,5006670,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5008212,,CVE-2021-43234,https://msrc.microsoft.com//update-guide/vulnerability/CVE-2021-43234,7.8,6.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,Microsoft
"Dec 14, 2021",Windows,Windows Server 2022 (Server Core installation),,Remote Code Execution,Important,5008223,https://support.microsoft.com/help/5008223,5007205,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5008223,,CVE-2021-43234,https://msrc.microsoft.com//update-guide/vulnerability/CVE-2021-43234,7.8,6.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,Microsoft
"Dec 14, 2021",Windows,Windows Server 2022,,Remote Code Execution,Important,5008223,https://support.microsoft.com/help/5008223,5007205,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5008223,,CVE-2021-43234,https://msrc.microsoft.com//update-guide/vulnerability/CVE-2021-43234,7.8,6.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,Microsoft
"Dec 14, 2021",Windows,Windows 10 Version 21H1 for 32-bit Systems,,Remote Code Execution,Important,5008212,https://support.microsoft.com/help/5008212,5006670,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5008212,,CVE-2021-43234,https://msrc.microsoft.com//update-guide/vulnerability/CVE-2021-43234,7.8,6.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,Microsoft
"Dec 14, 2021",Windows,Windows 10 Version 21H1 for ARM64-based Systems,,Remote Code Execution,Important,5008212,https://support.microsoft.com/help/5008212,5006670,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5008212,,CVE-2021-43234,https://msrc.microsoft.com//update-guide/vulnerability/CVE-2021-43234,7.8,6.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,Microsoft
"Dec 14, 2021",Windows,Windows 10 Version 21H1 for x64-based Systems,,Remote Code Execution,Important,5008212,https://support.microsoft.com/help/5008212,5006670,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5008212,,CVE-2021-43234,https://msrc.microsoft.com//update-guide/vulnerability/CVE-2021-43234,7.8,6.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,Microsoft
"Dec 14, 2021",Windows,Windows 10 Version 1909 for ARM64-based Systems,,Remote Code Execution,Important,5008206,https://support.microsoft.com/help/5008206,,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5008206,,CVE-2021-43234,https://msrc.microsoft.com//update-guide/vulnerability/CVE-2021-43234,7.8,6.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,Microsoft
"Dec 14, 2021",Windows,Windows 10 Version 1909 for x64-based Systems,,Remote Code Execution,Important,5008206,https://support.microsoft.com/help/5008206,,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5008206,,CVE-2021-43234,https://msrc.microsoft.com//update-guide/vulnerability/CVE-2021-43234,7.8,6.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,Microsoft
"Dec 14, 2021",Windows,Windows 10 Version 1909 for 32-bit Systems,,Remote Code Execution,Important,5008206,https://support.microsoft.com/help/5008206,,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5008206,,CVE-2021-43234,https://msrc.microsoft.com//update-guide/vulnerability/CVE-2021-43234,7.8,6.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,Microsoft
"Dec 14, 2021",Windows,Windows Server 2019  (Server Core installation),,Remote Code Execution,Important,5008218,https://support.microsoft.com/help/5008218,5007187,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5008218,,CVE-2021-43234,https://msrc.microsoft.com//update-guide/vulnerability/CVE-2021-43234,7.8,6.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,Microsoft
"Dec 14, 2021",Windows,Windows Server 2019,,Remote Code Execution,Important,5008218,https://support.microsoft.com/help/5008218,5007187,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5008218,,CVE-2021-43234,https://msrc.microsoft.com//update-guide/vulnerability/CVE-2021-43234,7.8,6.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,Microsoft
"Dec 14, 2021",Windows,Windows 10 Version 1809 for ARM64-based Systems,,Remote Code Execution,Important,5008218,https://support.microsoft.com/help/5008218,5007206,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5008218,,CVE-2021-43234,https://msrc.microsoft.com//update-guide/vulnerability/CVE-2021-43234,7.8,6.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,Microsoft
"Dec 14, 2021",Windows,Windows 10 Version 1809 for x64-based Systems,,Remote Code Execution,Important,5008218,https://support.microsoft.com/help/5008218,5007187,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5008218,,CVE-2021-43234,https://msrc.microsoft.com//update-guide/vulnerability/CVE-2021-43234,7.8,6.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,Microsoft
"Dec 14, 2021",Windows,Windows 10 Version 1809 for 32-bit Systems,,Remote Code Execution,Important,5008218,https://support.microsoft.com/help/5008218,5007206,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5008218,,CVE-2021-43234,https://msrc.microsoft.com//update-guide/vulnerability/CVE-2021-43234,7.8,6.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,Microsoft
"Dec 14, 2021",Windows,Windows Server 2012 R2 (Server Core installation),,Remote Code Execution,Critical,5008263,https://support.microsoft.com/help/5008263,5007247,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5008263,,CVE-2021-43233,https://msrc.microsoft.com//update-guide/vulnerability/CVE-2021-43233,7.5,6.5,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,Microsoft
"Dec 14, 2021",Windows,Windows Server 2012 R2 (Server Core installation),,Remote Code Execution,Critical,5008285,https://support.microsoft.com/help/5008285,,Security Only,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5008285,,CVE-2021-43233,https://msrc.microsoft.com//update-guide/vulnerability/CVE-2021-43233,7.5,6.5,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,Microsoft
"Dec 14, 2021",Windows,Windows Server 2012 R2,,Remote Code Execution,Critical,5008263,https://support.microsoft.com/help/5008263,5007247,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5008263,,CVE-2021-43233,https://msrc.microsoft.com//update-guide/vulnerability/CVE-2021-43233,7.5,6.5,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,Microsoft
"Dec 14, 2021",Windows,Windows Server 2012 R2,,Remote Code Execution,Critical,5008285,https://support.microsoft.com/help/5008285,,Security Only,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5008285,,CVE-2021-43233,https://msrc.microsoft.com//update-guide/vulnerability/CVE-2021-43233,7.5,6.5,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,Microsoft
"Dec 14, 2021",Windows,Windows Server 2012 (Server Core installation),,Remote Code Execution,Critical,5008277,https://support.microsoft.com/help/5008277,5007260,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5008277,,CVE-2021-43233,https://msrc.microsoft.com//update-guide/vulnerability/CVE-2021-43233,7.5,6.5,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,Microsoft
"Dec 14, 2021",Windows,Windows Server 2012 (Server Core installation),,Remote Code Execution,Critical,5008255,https://support.microsoft.com/help/5008255,,Security Only,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5008255,,CVE-2021-43233,https://msrc.microsoft.com//update-guide/vulnerability/CVE-2021-43233,7.5,6.5,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,Microsoft
"Dec 14, 2021",Windows,Windows Server 2012,,Remote Code Execution,Critical,5008277,https://support.microsoft.com/help/5008277,5007260,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5008277,,CVE-2021-43233,https://msrc.microsoft.com//update-guide/vulnerability/CVE-2021-43233,7.5,6.5,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,Microsoft
"Dec 14, 2021",Windows,Windows Server 2012,,Remote Code Execution,Critical,5008255,https://support.microsoft.com/help/5008255,,Security Only,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5008255,,CVE-2021-43233,https://msrc.microsoft.com//update-guide/vulnerability/CVE-2021-43233,7.5,6.5,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,Microsoft
"Dec 14, 2021",ESU,Windows Server 2008 R2 for x64-based Systems Service Pack 1 (Server Core installation),,Remote Code Execution,Critical,5008244,https://support.microsoft.com/help/5008244,5007236,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5008244,,CVE-2021-43233,https://msrc.microsoft.com//update-guide/vulnerability/CVE-2021-43233,7.5,6.5,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,Microsoft
"Dec 14, 2021",ESU,Windows Server 2008 R2 for x64-based Systems Service Pack 1 (Server Core installation),,Remote Code Execution,Critical,5008282,https://support.microsoft.com/help/5008282,,Security Only,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5008282,,CVE-2021-43233,https://msrc.microsoft.com//update-guide/vulnerability/CVE-2021-43233,7.5,6.5,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,Microsoft
"Dec 14, 2021",ESU,Windows Server 2008 R2 for x64-based Systems Service Pack 1,,Remote Code Execution,Critical,5008244,https://support.microsoft.com/help/5008244,5007236,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5008244,,CVE-2021-43233,https://msrc.microsoft.com//update-guide/vulnerability/CVE-2021-43233,7.5,6.5,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,Microsoft
"Dec 14, 2021",ESU,Windows Server 2008 R2 for x64-based Systems Service Pack 1,,Remote Code Execution,Critical,5008282,https://support.microsoft.com/help/5008282,,Security Only,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5008282,,CVE-2021-43233,https://msrc.microsoft.com//update-guide/vulnerability/CVE-2021-43233,7.5,6.5,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,Microsoft
"Dec 14, 2021",Windows,Windows RT 8.1,,Remote Code Execution,Critical,5008263,https://support.microsoft.com/help/5008263,5007247,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5008263,,CVE-2021-43233,https://msrc.microsoft.com//update-guide/vulnerability/CVE-2021-43233,7.5,6.5,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,Microsoft
